id	src	rssi	insert_time	motelabMoteID	milli_time	motelabSeqNo
3	11	212	2018-06-10 21:33:38	40011	1528637618091	1
3	11	212	2018-06-10 21:33:38	40011	1528637618148	2
11	20	218	2018-06-10 21:33:38	40020	1528637618189	3
11	20	219	2018-06-10 21:33:38	40020	1528637618231	4
3	12	242	2018-06-10 21:33:38	40012	1528637618264	5
3	12	243	2018-06-10 21:33:38	40012	1528637618297	6
3	13	215	2018-06-10 21:33:38	40013	1528637618331	7
3	11	211	2018-06-10 21:33:38	40011	1528637618364	8
11	20	218	2018-06-10 21:33:38	40020	1528637618398	9
3	12	242	2018-06-10 21:33:38	40012	1528637618431	10
3	12	242	2018-06-10 21:33:38	40012	1528637618464	11
3	11	212	2018-06-10 21:33:38	40011	1528637618498	12
11	16	211	2018-06-10 21:33:38	40016	1528637618531	13
3	10	237	2018-06-10 21:33:38	40010	1528637618565	14
20	16	229	2018-06-10 21:33:38	40016	1528637618602	15
3	21	212	2018-06-10 21:33:38	40021	1528637618632	16
3	11	212	2018-06-10 21:33:38	40011	1528637618665	17
3	21	213	2018-06-10 21:33:38	40021	1528637618698	18
8	3	211	2018-06-10 21:33:38	40003	1528637618732	19
3	12	242	2018-06-10 21:33:38	40012	1528637618765	20
3	13	215	2018-06-10 21:33:38	40013	1528637618798	21
3	8	216	2018-06-10 21:33:38	40008	1528637618857	22
8	3	211	2018-06-10 21:33:38	40003	1528637618890	23
8	9	244	2018-06-10 21:33:38	40009	1528637618924	24
3	10	237	2018-06-10 21:33:38	40010	1528637618957	25
3	8	215	2018-06-10 21:33:38	40008	1528637618990	26
3	8	216	2018-06-10 21:33:39	40008	1528637619049	27
3	12	242	2018-06-10 21:33:39	40012	1528637619082	28
3	21	213	2018-06-10 21:33:39	40021	1528637619115	29
3	17	227	2018-06-10 21:33:39	40017	1528637619149	30
3	17	228	2018-06-10 21:33:39	40017	1528637619182	31
11	20	218	2018-06-10 21:33:39	40020	1528637619216	32
3	11	213	2018-06-10 21:33:39	40011	1528637619249	33
3	21	212	2018-06-10 21:33:39	40021	1528637619282	34
8	9	244	2018-06-10 21:33:39	40009	1528637619316	35
3	12	242	2018-06-10 21:33:39	40012	1528637619349	36
8	3	211	2018-06-10 21:33:39	40003	1528637619383	37
3	12	244	2018-06-10 21:33:39	40012	1528637619416	38
32	24	211	2018-06-10 21:33:39	40024	1528637619449	39
3	10	237	2018-06-10 21:33:39	40010	1528637619483	40
13	33	217	2018-06-10 21:33:39	40033	1528637619516	41
40	63	218	2018-06-10 21:33:39	40063	1528637619550	42
3	8	215	2018-06-10 21:33:39	40008	1528637619583	43
8	3	211	2018-06-10 21:33:39	40003	1528637619616	44
3	13	214	2018-06-10 21:33:39	40013	1528637619650	45
33	32	218	2018-06-10 21:33:39	40032	1528637619683	46
20	16	228	2018-06-10 21:33:39	40016	1528637619717	47
13	26	209	2018-06-10 21:33:39	40026	1528637619750	48
38	43	220	2018-06-10 21:33:39	40043	1528637619783	49
10	80	239	2018-06-10 21:33:39	40080	1528637619817	50
10	80	239	2018-06-10 21:33:39	40080	1528637619850	51
32	52	210	2018-06-10 21:33:39	40052	1528637619883	52
41	40	240	2018-06-10 21:33:39	40040	1528637619917	53
32	52	210	2018-06-10 21:33:39	40052	1528637619950	54
3	13	215	2018-06-10 21:33:39	40013	1528637619984	55
13	26	210	2018-06-10 21:33:40	40026	1528637620017	56
3	21	212	2018-06-10 21:33:40	40021	1528637620051	57
8	9	244	2018-06-10 21:33:40	40009	1528637620109	58
38	50	220	2018-06-10 21:33:40	40050	1528637620142	59
38	43	220	2018-06-10 21:33:40	40043	1528637620176	60
3	11	212	2018-06-10 21:33:40	40011	1528637620209	61
13	26	209	2018-06-10 21:33:40	40026	1528637620242	62
117	127	224	2018-06-10 21:33:40	40127	1528637620276	63
66	139	212	2018-06-10 21:33:40	40139	1528637620334	64
3	12	242	2018-06-10 21:33:40	40012	1528637620368	65
64	131	218	2018-06-10 21:33:40	40131	1528637620401	66
40	53	219	2018-06-10 21:33:40	40053	1528637620434	67
8	3	211	2018-06-10 21:33:40	40003	1528637620468	68
38	43	220	2018-06-10 21:33:40	40043	1528637620501	69
70	69	210	2018-06-10 21:33:40	40069	1528637620535	70
40	63	220	2018-06-10 21:33:40	40063	1528637620568	71
38	44	228	2018-06-10 21:33:40	40044	1528637620601	72
70	69	211	2018-06-10 21:33:40	40069	1528637620635	73
40	63	217	2018-06-10 21:33:40	40063	1528637620668	74
38	41	210	2018-06-10 21:33:40	40041	1528637620702	75
38	50	219	2018-06-10 21:33:40	40050	1528637620735	76
3	11	211	2018-06-10 21:33:40	40011	1528637620768	77
38	50	220	2018-06-10 21:33:40	40050	1528637620802	78
66	139	213	2018-06-10 21:33:40	40139	1528637620835	79
38	44	228	2018-06-10 21:33:40	40044	1528637620869	80
10	70	216	2018-06-10 21:33:40	40070	1528637620902	81
70	69	210	2018-06-10 21:33:40	40069	1528637620935	82
64	123	225	2018-06-10 21:33:40	40123	1528637620969	83
64	135	217	2018-06-10 21:33:41	40135	1528637621004	84
38	41	210	2018-06-10 21:33:41	40041	1528637621036	85
117	127	222	2018-06-10 21:33:41	40127	1528637621069	86
40	48	228	2018-06-10 21:33:41	40048	1528637621102	87
71	124	219	2018-06-10 21:33:41	40124	1528637621136	88
69	75	238	2018-06-10 21:33:41	40075	1528637621169	89
38	50	219	2018-06-10 21:33:41	40050	1528637621203	90
13	37	233	2018-06-10 21:33:41	40037	1528637621236	91
115	119	216	2018-06-10 21:33:41	40119	1528637621270	92
40	77	220	2018-06-10 21:33:41	40077	1528637621305	93
40	47	241	2018-06-10 21:33:41	40047	1528637621336	94
71	132	225	2018-06-10 21:33:41	40132	1528637621395	95
117	127	224	2018-06-10 21:33:41	40127	1528637621428	96
71	132	225	2018-06-10 21:33:41	40132	1528637621461	97
69	71	219	2018-06-10 21:33:41	40071	1528637621498	98
37	39	218	2018-06-10 21:33:41	40039	1528637621528	99
38	41	210	2018-06-10 21:33:41	40041	1528637621578	100
3	21	213	2018-06-10 21:33:41	40021	1528637621612	101
63	66	233	2018-06-10 21:33:41	40066	1528637621645	102
3	8	215	2018-06-10 21:33:41	40008	1528637621678	103
8	64	219	2018-06-10 21:33:41	40064	1528637621712	104
32	24	211	2018-06-10 21:33:41	40024	1528637621745	105
8	3	212	2018-06-10 21:33:41	40003	1528637621778	106
40	63	218	2018-06-10 21:33:41	40063	1528637621812	107
13	37	233	2018-06-10 21:33:41	40037	1528637621845	108
40	47	240	2018-06-10 21:33:41	40047	1528637621879	109
38	41	210	2018-06-10 21:33:41	40041	1528637621912	110
71	132	225	2018-06-10 21:33:41	40132	1528637621945	111
32	24	211	2018-06-10 21:33:41	40024	1528637621979	112
67	117	215	2018-06-10 21:33:42	40117	1528637622012	113
3	21	213	2018-06-10 21:33:42	40021	1528637622046	114
3	17	227	2018-06-10 21:33:42	40017	1528637622079	115
40	47	240	2018-06-10 21:33:42	40047	1528637622112	116
8	67	222	2018-06-10 21:33:42	40067	1528637622146	117
32	24	211	2018-06-10 21:33:42	40024	1528637622179	118
40	47	241	2018-06-10 21:33:42	40047	1528637622213	119
8	67	222	2018-06-10 21:33:42	40067	1528637622247	120
20	16	229	2018-06-10 21:33:42	40016	1528637622289	121
3	12	242	2018-06-10 21:33:42	40012	1528637622331	122
8	67	222	2018-06-10 21:33:42	40067	1528637622372	123
70	78	225	2018-06-10 21:33:42	40078	1528637622414	124
64	123	225	2018-06-10 21:33:42	40123	1528637622447	125
64	131	218	2018-06-10 21:33:42	40131	1528637622481	126
63	66	233	2018-06-10 21:33:42	40066	1528637622514	127
20	16	228	2018-06-10 21:33:42	40016	1528637622548	128
70	78	225	2018-06-10 21:33:42	40078	1528637622581	129
40	48	228	2018-06-10 21:33:42	40048	1528637622614	130
67	117	215	2018-06-10 21:33:42	40117	1528637622673	131
117	127	224	2018-06-10 21:33:42	40127	1528637622706	132
40	53	219	2018-06-10 21:33:42	40053	1528637622740	133
64	135	216	2018-06-10 21:33:42	40135	1528637622773	134
3	8	215	2018-06-10 21:33:42	40008	1528637622806	135
63	66	233	2018-06-10 21:33:42	40066	1528637622865	136
80	121	212	2018-06-10 21:33:42	40121	1528637622898	137
63	129	211	2018-06-10 21:33:42	40129	1528637622932	138
71	124	219	2018-06-10 21:33:42	40124	1528637622965	139
3	8	216	2018-06-10 21:33:42	40008	1528637622998	140
20	16	228	2018-06-10 21:33:43	40016	1528637623032	141
70	69	210	2018-06-10 21:33:43	40069	1528637623065	142
63	72	209	2018-06-10 21:33:43	40072	1528637623098	143
11	20	218	2018-06-10 21:33:43	40020	1528637623132	144
33	38	210	2018-06-10 21:33:43	40038	1528637623165	145
41	40	241	2018-06-10 21:33:43	40040	1528637623199	146
11	20	218	2018-06-10 21:33:43	40020	1528637623232	147
10	12	242	2018-06-10 21:33:43	40012	1528637623265	148
33	32	218	2018-06-10 21:33:43	40032	1528637623299	149
70	120	214	2018-06-10 21:33:43	40120	1528637623332	150
10	80	239	2018-06-10 21:33:43	40080	1528637623366	151
66	139	213	2018-06-10 21:33:43	40139	1528637623399	152
8	67	222	2018-06-10 21:33:43	40067	1528637623432	153
