addr	neighbor_num	neighbor0	neighbor1	neighbor2	neighbor3	neighbor4	neighbor5	neighbor6	neighbor7	neighbor8	neighbor9	neighbor10	neighbor11	neighbor12	neighbor13	reced0	reced1	reced2	reced3	reced4	reced5	reced6	reced7	reced8	reced9	reced10	reced11	reced12	reced13	insert_time	motelabMoteID	milli_time	motelabSeqNo
3	7	8	10	11	12	17	21	80	0	0	0	0	0	0	0	1	9	7	9	9	7	6	0	0	0	0	0	0	0	2018-05-30 15:34:47	40003	1527665687627	1
20	3	11	16	21	0	0	0	0	0	0	0	0	0	0	0	7	7	7	0	0	0	0	0	0	0	0	0	0	0	2018-05-30 15:34:47	40020	1527665687703	2
17	5	3	10	12	21	80	0	0	0	0	0	0	0	0	0	9	10	8	7	9	0	0	0	0	0	0	0	0	0	2018-05-30 15:34:47	40017	1527665687744	3
16	2	11	20	0	0	0	0	0	0	0	0	0	0	0	0	8	9	0	0	0	0	0	0	0	0	0	0	0	0	2018-05-30 15:34:47	40016	1527665687786	4
10	6	3	12	17	21	70	80	0	0	0	0	0	0	0	0	6	8	7	2	8	9	0	0	0	0	0	0	0	0	2018-05-30 15:34:47	40010	1527665687862	5
11	4	3	13	16	20	0	0	0	0	0	0	0	0	0	0	9	8	7	8	0	0	0	0	0	0	0	0	0	0	2018-05-30 15:34:47	40011	1527665687903	6
13	8	3	8	9	11	21	26	33	37	0	0	0	0	0	0	3	3	7	6	7	1	5	6	0	0	0	0	0	0	2018-05-30 15:34:47	40013	1527665687960	7
8	5	3	9	13	64	67	0	0	0	0	0	0	0	0	0	8	10	4	8	10	0	0	0	0	0	0	0	0	0	2018-05-30 15:34:48	40008	1527665688003	8
12	5	3	10	17	70	80	0	0	0	0	0	0	0	0	0	10	10	7	9	9	0	0	0	0	0	0	0	0	0	2018-05-30 15:34:48	40012	1527665688045	9
9	2	8	13	0	0	0	0	0	0	0	0	0	0	0	0	10	10	0	0	0	0	0	0	0	0	0	0	0	0	2018-05-30 15:34:48	40009	1527665688086	10
21	4	3	13	17	20	0	0	0	0	0	0	0	0	0	0	8	7	9	9	0	0	0	0	0	0	0	0	0	0	2018-05-30 15:34:48	40021	1527665688138	11
24	6	30	32	33	41	44	52	0	0	0	0	0	0	0	0	10	8	2	7	8	9	0	0	0	0	0	0	0	0	2018-05-30 15:34:48	40024	1527665688944	12
30	6	24	32	33	40	52	56	0	0	0	0	0	0	0	0	10	8	8	3	3	8	0	0	0	0	0	0	0	0	2018-05-30 15:34:49	40030	1527665689113	13
26	4	13	37	38	39	0	0	0	0	0	0	0	0	0	0	3	10	9	10	0	0	0	0	0	0	0	0	0	0	2018-05-30 15:34:49	40026	1527665689153	14
39	4	26	37	38	50	0	0	0	0	0	0	0	0	0	0	9	3	10	6	0	0	0	0	0	0	0	0	0	0	2018-05-30 15:34:49	40039	1527665689227	15
32	4	30	33	52	56	0	0	0	0	0	0	0	0	0	0	9	8	8	4	0	0	0	0	0	0	0	0	0	0	2018-05-30 15:34:49	40032	1527665689271	16
33	4	30	32	37	56	0	0	0	0	0	0	0	0	0	0	10	7	10	10	0	0	0	0	0	0	0	0	0	0	2018-05-30 15:34:49	40033	1527665689311	17
37	6	13	26	33	38	39	56	0	0	0	0	0	0	0	0	10	8	6	10	3	10	0	0	0	0	0	0	0	0	2018-05-30 15:34:49	40037	1527665689353	18
38	7	26	37	39	40	43	44	50	0	0	0	0	0	0	0	1	10	10	1	10	10	8	0	0	0	0	0	0	0	2018-05-30 15:34:49	40038	1527665689395	19
139	7	66	117	118	122	124	129	132	0	0	0	0	0	0	0	1	2	8	10	10	10	10	0	0	0	0	0	0	0	2018-05-30 15:34:49	40139	1527665689513	20
127	5	117	119	121	123	131	0	0	0	0	0	0	0	0	0	5	10	8	10	10	0	0	0	0	0	0	0	0	0	2018-05-30 15:34:49	40127	1527665689613	21
124	4	71	122	132	139	0	0	0	0	0	0	0	0	0	0	6	9	10	9	0	0	0	0	0	0	0	0	0	0	2018-05-30 15:34:49	40124	1527665689682	22
120	13	70	72	115	117	118	119	121	122	123	129	131	132	135	0	10	1	10	10	10	10	9	1	10	10	10	9	10	0	2018-05-30 15:34:49	40120	1527665689712	23
129	11	63	64	115	117	118	120	121	122	123	131	139	0	0	0	10	10	10	10	10	10	7	10	10	9	10	0	0	0	2018-05-30 15:34:49	40129	1527665689934	24
132	5	71	120	122	124	139	0	0	0	0	0	0	0	0	0	7	9	8	10	10	0	0	0	0	0	0	0	0	0	2018-05-30 15:34:49	40132	1527665689995	25
123	12	64	67	115	117	118	120	121	127	129	131	135	139	0	0	9	9	7	10	8	8	4	8	10	9	10	4	0	0	2018-05-30 15:34:50	40123	1527665690029	26
121	9	80	115	117	118	119	120	123	127	129	0	0	0	0	0	1	10	6	10	10	10	6	8	6	0	0	0	0	0	2018-05-30 15:34:50	40121	1527665690062	27
118	11	115	117	119	120	121	123	124	129	131	135	139	0	0	0	10	10	10	10	9	10	10	10	9	10	10	0	0	0	2018-05-30 15:34:50	40118	1527665690121	28
63	11	40	41	43	47	50	64	66	67	70	72	129	0	0	0	9	10	10	1	10	10	10	5	7	2	9	0	0	0	2018-05-30 15:34:50	40063	1527665690154	29
117	11	115	118	119	120	121	122	123	127	129	131	135	0	0	0	10	10	10	10	9	5	10	9	10	9	10	0	0	0	2018-05-30 15:34:50	40117	1527665690187	30
77	7	40	41	43	50	53	63	66	0	0	0	0	0	0	0	8	10	10	10	8	1	10	0	0	0	0	0	0	0	2018-05-30 15:34:50	40077	1527665690221	31
115	12	64	117	118	119	120	121	122	123	124	129	131	139	0	0	2	10	10	10	10	9	9	10	7	10	10	10	0	0	2018-05-30 15:34:50	40115	1527665690254	32
70	10	10	12	63	64	66	69	72	78	80	120	0	0	0	0	9	5	8	6	6	3	10	6	10	7	0	0	0	0	2018-05-30 15:34:50	40070	1527665690287	33
52	10	30	32	40	41	43	44	47	48	50	56	0	0	0	0	5	7	10	10	7	7	9	10	8	3	0	0	0	0	2018-05-30 15:34:50	40052	1527665690321	34
56	6	30	32	33	37	41	47	0	0	0	0	0	0	0	0	8	1	8	10	5	8	0	0	0	0	0	0	0	0	2018-05-30 15:34:50	40056	1527665690354	35
122	5	117	124	129	132	139	0	0	0	0	0	0	0	0	0	4	9	10	8	10	0	0	0	0	0	0	0	0	0	2018-05-30 15:34:50	40122	1527665690388	36
64	9	8	9	63	66	67	70	72	123	129	0	0	0	0	0	10	4	10	8	8	10	1	7	9	0	0	0	0	0	2018-05-30 15:34:50	40064	1527665690421	37
78	2	70	72	0	0	0	0	0	0	0	0	0	0	0	0	10	10	0	0	0	0	0	0	0	0	0	0	0	0	2018-05-30 15:34:50	40078	1527665690454	38
72	3	63	70	78	0	0	0	0	0	0	0	0	0	0	0	4	10	8	0	0	0	0	0	0	0	0	0	0	0	2018-05-30 15:34:50	40072	1527665690488	39
69	3	70	71	75	0	0	0	0	0	0	0	0	0	0	0	4	10	10	0	0	0	0	0	0	0	0	0	0	0	2018-05-30 15:34:50	40069	1527665690521	40
66	6	63	64	67	70	77	139	0	0	0	0	0	0	0	0	10	9	5	10	10	9	0	0	0	0	0	0	0	0	2018-05-30 15:34:50	40066	1527665690554	41
48	5	40	41	43	47	52	0	0	0	0	0	0	0	0	0	10	10	9	10	9	0	0	0	0	0	0	0	0	0	2018-05-30 15:34:50	40048	1527665690588	42
41	11	40	43	44	47	48	50	52	53	56	63	77	0	0	0	10	10	9	9	9	3	10	7	8	7	6	0	0	0	2018-05-30 15:34:50	40041	1527665690621	43
43	11	38	40	41	44	47	48	50	52	53	63	77	0	0	0	10	10	10	10	9	10	10	9	1	10	10	0	0	0	2018-05-30 15:34:50	40043	1527665690655	44
50	10	38	40	41	43	44	47	52	53	63	77	0	0	0	0	10	10	9	10	3	2	10	10	10	10	0	0	0	0	2018-05-30 15:34:50	40050	1527665690688	45
131	9	67	115	117	118	120	123	127	129	135	0	0	0	0	0	10	7	10	9	10	10	9	10	1	0	0	0	0	0	2018-05-30 15:34:50	40131	1527665690721	46
119	9	80	115	117	118	120	121	123	127	129	0	0	0	0	0	2	9	10	10	10	10	1	10	4	0	0	0	0	0	2018-05-30 15:34:50	40119	1527665690755	47
67	8	8	9	13	63	64	66	123	131	0	0	0	0	0	0	10	4	4	3	10	8	8	10	0	0	0	0	0	0	2018-05-30 15:34:50	40067	1527665690788	48
71	4	69	75	124	132	0	0	0	0	0	0	0	0	0	0	8	10	7	7	0	0	0	0	0	0	0	0	0	0	2018-05-30 15:34:50	40071	1527665690822	49
75	2	69	71	0	0	0	0	0	0	0	0	0	0	0	0	8	10	0	0	0	0	0	0	0	0	0	0	0	0	2018-05-30 15:34:50	40075	1527665690855	50
135	5	117	118	120	123	131	0	0	0	0	0	0	0	0	0	8	8	6	10	1	0	0	0	0	0	0	0	0	0	2018-05-30 15:34:50	40135	1527665690888	51
80	5	3	10	12	17	70	0	0	0	0	0	0	0	0	0	9	9	8	7	10	0	0	0	0	0	0	0	0	0	2018-05-30 15:34:50	40080	1527665690922	52
47	7	40	41	43	48	50	52	56	0	0	0	0	0	0	0	10	10	8	10	3	9	8	0	0	0	0	0	0	0	2018-05-30 15:34:50	40047	1527665690955	53
40	13	30	38	41	43	44	47	48	50	52	53	56	63	77	0	5	6	10	10	10	10	5	10	10	8	4	7	9	0	2018-05-30 15:34:50	40040	1527665690988	54
44	7	38	40	41	43	47	50	52	0	0	0	0	0	0	0	8	10	10	10	3	4	10	0	0	0	0	0	0	0	2018-05-30 15:34:51	40044	1527665691022	55
