id	src	rssi	insert_time	motelabMoteID	milli_time	motelabSeqNo
8	9	246	2018-05-16 12:15:18	40009	1526444118418	1
10	3	227	2018-05-16 12:15:18	40003	1526444118509	2
3	21	213	2018-05-16 12:15:18	40021	1526444118551	3
10	20	209	2018-05-16 12:15:18	40020	1526444118593	4
3	21	213	2018-05-16 12:15:18	40021	1526444118635	5
8	9	246	2018-05-16 12:15:18	40009	1526444118676	6
10	3	229	2018-05-16 12:15:18	40003	1526444118718	7
9	13	218	2018-05-16 12:15:18	40013	1526444118760	8
3	8	213	2018-05-16 12:15:18	40008	1526444118827	9
3	10	230	2018-05-16 12:15:18	40010	1526444118860	10
10	3	229	2018-05-16 12:15:18	40003	1526444118893	11
3	11	213	2018-05-16 12:15:18	40011	1526444118927	12
11	20	211	2018-05-16 12:15:18	40020	1526444118960	13
3	21	213	2018-05-16 12:15:18	40021	1526444118993	14
3	12	243	2018-05-16 12:15:19	40012	1526444119031	15
3	10	229	2018-05-16 12:15:19	40010	1526444119060	16
11	20	212	2018-05-16 12:15:19	40020	1526444119094	17
9	13	219	2018-05-16 12:15:19	40013	1526444119127	18
3	16	208	2018-05-16 12:15:19	40016	1526444119160	19
9	8	248	2018-05-16 12:15:19	40008	1526444119219	20
3	11	215	2018-05-16 12:15:19	40011	1526444119252	21
3	10	228	2018-05-16 12:15:19	40010	1526444119285	22
11	16	225	2018-05-16 12:15:19	40016	1526444119319	23
3	11	213	2018-05-16 12:15:19	40011	1526444119352	24
3	10	229	2018-05-16 12:15:19	40010	1526444119428	25
9	13	220	2018-05-16 12:15:19	40013	1526444119461	26
13	33	216	2018-05-16 12:15:19	40033	1526444119494	27
11	16	225	2018-05-16 12:15:19	40016	1526444119528	28
3	21	213	2018-05-16 12:15:19	40021	1526444119561	29
31	32	220	2018-05-16 12:15:19	40032	1526444119594	30
10	3	229	2018-05-16 12:15:19	40003	1526444119628	31
13	33	216	2018-05-16 12:15:19	40033	1526444119661	32
13	37	231	2018-05-16 12:15:19	40037	1526444119695	33
9	13	220	2018-05-16 12:15:19	40013	1526444119728	34
3	21	213	2018-05-16 12:15:19	40021	1526444119761	35
26	38	212	2018-05-16 12:15:19	40038	1526444119795	36
11	16	224	2018-05-16 12:15:19	40016	1526444119828	37
3	21	213	2018-05-16 12:15:19	40021	1526444119861	38
13	37	231	2018-05-16 12:15:19	40037	1526444119895	39
11	16	224	2018-05-16 12:15:19	40016	1526444119928	40
3	21	213	2018-05-16 12:15:19	40021	1526444119962	41
31	24	237	2018-05-16 12:15:19	40024	1526444119995	42
13	26	215	2018-05-16 12:15:20	40026	1526444120028	43
31	24	237	2018-05-16 12:15:20	40024	1526444120062	44
31	40	207	2018-05-16 12:15:20	40040	1526444120095	45
31	32	220	2018-05-16 12:15:20	40032	1526444120129	46
117	127	220	2018-05-16 12:15:20	40127	1526444120162	47
118	122	212	2018-05-16 12:15:20	40122	1526444120195	48
80	121	213	2018-05-16 12:15:20	40121	1526444120229	49
31	24	237	2018-05-16 12:15:20	40024	1526444120262	50
11	20	212	2018-05-16 12:15:20	40020	1526444120296	51
31	40	208	2018-05-16 12:15:20	40040	1526444120329	52
13	33	216	2018-05-16 12:15:20	40033	1526444120363	53
13	37	231	2018-05-16 12:15:20	40037	1526444120396	54
117	119	223	2018-05-16 12:15:20	40119	1526444120429	55
64	118	210	2018-05-16 12:15:20	40118	1526444120488	56
71	132	225	2018-05-16 12:15:20	40132	1526444120521	57
64	135	217	2018-05-16 12:15:20	40135	1526444120554	58
13	26	215	2018-05-16 12:15:20	40026	1526444120588	59
40	52	235	2018-05-16 12:15:20	40052	1526444120622	60
3	21	213	2018-05-16 12:15:20	40021	1526444120688	61
