id	src	rssi	insert_time	motelabMoteID	milli_time	motelabSeqNo
8	3	211	2018-06-10 23:31:20	40003	1528644680555	1
8	3	211	2018-06-10 23:31:20	40003	1528644680626	2
10	3	239	2018-06-10 23:31:20	40003	1528644680693	3
11	20	233	2018-06-10 23:31:20	40020	1528644680760	4
8	9	237	2018-06-10 23:31:20	40009	1528644680793	5
3	16	210	2018-06-10 23:31:20	40016	1528644680826	6
10	3	239	2018-06-10 23:31:20	40003	1528644680860	7
8	9	237	2018-06-10 23:31:20	40009	1528644680927	8
3	12	239	2018-06-10 23:31:20	40012	1528644680960	9
3	16	209	2018-06-10 23:31:20	40016	1528644680993	10
3	16	210	2018-06-10 23:31:21	40016	1528644681060	11
11	20	233	2018-06-10 23:31:21	40020	1528644681094	12
8	9	236	2018-06-10 23:31:21	40009	1528644681127	13
3	21	216	2018-06-10 23:31:21	40021	1528644681160	14
3	11	221	2018-06-10 23:31:21	40011	1528644681200	15
10	3	239	2018-06-10 23:31:21	40003	1528644681227	16
3	21	216	2018-06-10 23:31:21	40021	1528644681260	17
3	11	221	2018-06-10 23:31:21	40011	1528644681294	18
3	16	210	2018-06-10 23:31:21	40016	1528644681327	19
3	21	217	2018-06-10 23:31:21	40021	1528644681361	20
3	13	214	2018-06-10 23:31:21	40013	1528644681394	21
3	8	216	2018-06-10 23:31:21	40008	1528644681427	22
10	3	239	2018-06-10 23:31:21	40003	1528644681461	23
3	10	239	2018-06-10 23:31:21	40010	1528644681494	24
8	9	237	2018-06-10 23:31:21	40009	1528644681528	25
3	17	225	2018-06-10 23:31:21	40017	1528644681561	26
8	9	237	2018-06-10 23:31:21	40009	1528644681594	27
3	21	217	2018-06-10 23:31:21	40021	1528644681628	28
3	8	215	2018-06-10 23:31:21	40008	1528644681661	29
10	3	239	2018-06-10 23:31:21	40003	1528644681695	30
10	3	239	2018-06-10 23:31:21	40003	1528644681728	31
3	8	215	2018-06-10 23:31:21	40008	1528644681761	32
3	12	239	2018-06-10 23:31:21	40012	1528644681795	33
9	39	211	2018-06-10 23:31:21	40039	1528644681828	34
13	33	210	2018-06-10 23:31:21	40033	1528644681862	35
9	39	210	2018-06-10 23:31:21	40039	1528644681895	36
26	38	211	2018-06-10 23:31:21	40038	1528644681929	37
3	11	221	2018-06-10 23:31:21	40011	1528644681995	38
3	21	215	2018-06-10 23:31:22	40021	1528644682028	39
13	33	210	2018-06-10 23:31:22	40033	1528644682062	40
13	26	214	2018-06-10 23:31:22	40026	1528644682095	41
13	33	210	2018-06-10 23:31:22	40033	1528644682129	42
71	132	222	2018-06-10 23:31:22	40132	1528644682195	43
3	17	224	2018-06-10 23:31:22	40017	1528644682229	44
3	21	216	2018-06-10 23:31:22	40021	1528644682262	45
11	20	233	2018-06-10 23:31:22	40020	1528644682296	46
3	12	239	2018-06-10 23:31:22	40012	1528644682329	47
80	121	211	2018-06-10 23:31:22	40121	1528644682362	48
8	9	237	2018-06-10 23:31:22	40009	1528644682396	49
33	32	220	2018-06-10 23:31:22	40032	1528644682429	50
8	64	212	2018-06-10 23:31:22	40064	1528644682463	51
64	123	223	2018-06-10 23:31:22	40123	1528644682496	52
33	32	220	2018-06-10 23:31:22	40032	1528644682529	53
119	127	241	2018-06-10 23:31:22	40127	1528644682563	54
40	50	222	2018-06-10 23:31:22	40050	1528644682596	55
115	121	223	2018-06-10 23:31:22	40121	1528644682630	56
38	44	227	2018-06-10 23:31:22	40044	1528644682663	57
40	50	223	2018-06-10 23:31:22	40050	1528644682696	58
115	121	223	2018-06-10 23:31:22	40121	1528644682730	59
63	66	235	2018-06-10 23:31:22	40066	1528644682763	60
3	80	210	2018-06-10 23:31:22	40080	1528644682797	61
40	63	220	2018-06-10 23:31:22	40063	1528644682830	62
71	69	221	2018-06-10 23:31:22	40069	1528644682863	63
63	66	235	2018-06-10 23:31:22	40066	1528644682897	64
38	40	211	2018-06-10 23:31:22	40040	1528644682930	65
3	21	216	2018-06-10 23:31:22	40021	1528644682963	66
11	16	234	2018-06-10 23:31:22	40016	1528644682997	67
10	80	239	2018-06-10 23:31:23	40080	1528644683030	68
64	131	211	2018-06-10 23:31:23	40131	1528644683064	69
11	20	233	2018-06-10 23:31:23	40020	1528644683097	70
40	48	222	2018-06-10 23:31:23	40048	1528644683131	71
72	118	211	2018-06-10 23:31:23	40118	1528644683164	72
3	13	214	2018-06-10 23:31:23	40013	1528644683197	73
13	26	215	2018-06-10 23:31:23	40026	1528644683256	74
13	37	233	2018-06-10 23:31:23	40037	1528644683289	75
117	122	213	2018-06-10 23:31:23	40122	1528644683323	76
33	56	211	2018-06-10 23:31:23	40056	1528644683389	77
119	127	241	2018-06-10 23:31:23	40127	1528644683448	78
40	77	223	2018-06-10 23:31:23	40077	1528644683506	79
38	40	211	2018-06-10 23:31:23	40040	1528644683539	80
66	139	216	2018-06-10 23:31:23	40139	1528644683573	81
40	77	223	2018-06-10 23:31:23	40077	1528644683606	82
13	37	233	2018-06-10 23:31:23	40037	1528644683640	83
8	9	237	2018-06-10 23:31:23	40009	1528644683673	84
64	115	210	2018-06-10 23:31:23	40115	1528644683706	85
64	123	224	2018-06-10 23:31:23	40123	1528644683742	86
40	41	237	2018-06-10 23:31:23	40041	1528644683773	87
33	32	221	2018-06-10 23:31:23	40032	1528644683806	88
115	121	223	2018-06-10 23:31:23	40121	1528644683840	89
13	37	233	2018-06-10 23:31:23	40037	1528644683873	90
70	120	210	2018-06-10 23:31:23	40120	1528644683907	91
33	32	220	2018-06-10 23:31:23	40032	1528644683948	92
40	77	223	2018-06-10 23:31:23	40077	1528644683990	93
72	120	211	2018-06-10 23:31:24	40120	1528644684032	94
115	121	223	2018-06-10 23:31:24	40121	1528644684074	95
38	40	211	2018-06-10 23:31:24	40040	1528644684226	96
8	9	237	2018-06-10 23:31:24	40009	1528644684274	97
40	77	223	2018-06-10 23:31:24	40077	1528644684316	98
64	117	213	2018-06-10 23:31:24	40117	1528644684357	99
64	129	215	2018-06-10 23:31:24	40129	1528644684399	100
40	47	243	2018-06-10 23:31:24	40047	1528644684441	101
67	131	223	2018-06-10 23:31:24	40131	1528644684482	102
40	48	222	2018-06-10 23:31:24	40048	1528644684549	103
119	127	244	2018-06-10 23:31:24	40127	1528644684591	104
64	117	213	2018-06-10 23:31:24	40117	1528644684632	105
71	69	221	2018-06-10 23:31:24	40069	1528644684674	106
38	43	211	2018-06-10 23:31:24	40043	1528644684741	107
38	43	212	2018-06-10 23:31:24	40043	1528644684783	108
9	39	211	2018-06-10 23:31:24	40039	1528644684824	109
72	118	211	2018-06-10 23:31:24	40118	1528644684866	110
70	78	217	2018-06-10 23:31:24	40078	1528644684900	111
3	11	221	2018-06-10 23:31:24	40011	1528644684933	112
40	63	220	2018-06-10 23:31:24	40063	1528644684966	113
13	37	233	2018-06-10 23:31:25	40037	1528644685000	114
72	120	211	2018-06-10 23:31:25	40120	1528644685033	115
63	66	234	2018-06-10 23:31:25	40066	1528644685067	116
33	56	211	2018-06-10 23:31:25	40056	1528644685100	117
71	124	221	2018-06-10 23:31:25	40124	1528644685133	118
33	32	220	2018-06-10 23:31:25	40032	1528644685167	119
40	53	215	2018-06-10 23:31:25	40053	1528644685200	120
40	63	220	2018-06-10 23:31:25	40063	1528644685233	121
115	118	230	2018-06-10 23:31:25	40118	1528644685267	122
3	13	214	2018-06-10 23:31:25	40013	1528644685300	123
40	63	220	2018-06-10 23:31:25	40063	1528644685334	124
10	70	212	2018-06-10 23:31:25	40070	1528644685367	125
67	115	212	2018-06-10 23:31:25	40115	1528644685402	126
38	40	211	2018-06-10 23:31:25	40040	1528644685435	127
10	3	239	2018-06-10 23:31:25	40003	1528644685468	128
3	10	239	2018-06-10 23:31:25	40010	1528644685502	129
10	70	211	2018-06-10 23:31:25	40070	1528644685535	130
32	52	209	2018-06-10 23:31:25	40052	1528644685569	131
40	50	222	2018-06-10 23:31:25	40050	1528644685604	132
40	63	220	2018-06-10 23:31:25	40063	1528644685635	133
64	117	213	2018-06-10 23:31:25	40117	1528644685669	134
40	53	214	2018-06-10 23:31:25	40053	1528644685702	135
11	16	233	2018-06-10 23:31:25	40016	1528644685736	136
3	8	216	2018-06-10 23:31:25	40008	1528644685802	137
64	123	223	2018-06-10 23:31:25	40123	1528644685836	138
40	53	214	2018-06-10 23:31:25	40053	1528644685869	139
40	41	238	2018-06-10 23:31:25	40041	1528644685902	140
40	50	223	2018-06-10 23:31:25	40050	1528644685936	141
8	64	213	2018-06-10 23:31:26	40064	1528644686003	142
71	124	221	2018-06-10 23:31:26	40124	1528644686036	143
10	3	239	2018-06-10 23:31:26	40003	1528644686069	144
119	127	244	2018-06-10 23:31:26	40127	1528644686103	145
64	135	212	2018-06-10 23:31:26	40135	1528644686136	146
13	26	214	2018-06-10 23:31:26	40026	1528644686169	147
40	52	227	2018-06-10 23:31:26	40052	1528644686203	148
10	3	239	2018-06-10 23:31:26	40003	1528644686236	149
13	26	215	2018-06-10 23:31:26	40026	1528644686270	150
13	37	233	2018-06-10 23:31:26	40037	1528644686303	151
3	10	239	2018-06-10 23:31:26	40010	1528644686337	152
40	63	220	2018-06-10 23:31:26	40063	1528644686370	153
13	37	233	2018-06-10 23:31:26	40037	1528644686403	154
70	78	217	2018-06-10 23:31:26	40078	1528644686437	155
40	63	220	2018-06-10 23:31:26	40063	1528644686470	156
64	129	215	2018-06-10 23:31:26	40129	1528644686503	157
40	50	222	2018-06-10 23:31:26	40050	1528644686537	158
40	47	243	2018-06-10 23:31:26	40047	1528644686570	159
40	52	227	2018-06-10 23:31:26	40052	1528644686603	160
40	77	224	2018-06-10 23:31:26	40077	1528644686637	161
3	17	224	2018-06-10 23:31:26	40017	1528644686670	162
