link[123, 117]: quality 0.9, rssi -76.6666666666667
link[123, 118]: quality 1, rssi -83
link[123, 120]: quality 1, rssi -86.7
link[123, 121]: quality 0.3, rssi -93
link[123, 127]: quality 0.9, rssi -82
link[123, 129]: quality 1, rssi -71.5
link[123, 131]: quality 1, rssi -60
link[123, 135]: quality 0.9, rssi -59
Node 123 has 11 neighbors.
link[124, 71]: quality 0.8, rssi -85.5
link[124, 118]: quality 1, rssi -89.1
link[124, 120]: quality 0.4, rssi -92.25
link[124, 122]: quality 1, rssi -83.7
link[124, 132]: quality 1, rssi -58
link[124, 139]: quality 0.8, rssi -81.5
Node 124 has 6 neighbors.
link[127, 117]: quality 0.8, rssi -80.875
link[127, 119]: quality 1, rssi -69
link[127, 121]: quality 1, rssi -72.1
link[127, 123]: quality 1, rssi -77.6
link[127, 131]: quality 1, rssi -77.9
link[127, 135]: quality 0.9, rssi -82.2222222222222
Node 127 has 6 neighbors.
link[129, 63]: quality 1, rssi -89
link[129, 115]: quality 1, rssi -78
link[129, 117]: quality 1, rssi -65.1
link[129, 118]: quality 1, rssi -73.7
link[129, 121]: quality 1, rssi -88.5
link[129, 122]: quality 1, rssi -76.2
link[129, 123]: quality 1, rssi -72
link[129, 131]: quality 1, rssi -77.2
link[129, 135]: quality 1, rssi -80
link[129, 139]: quality 1, rssi -79.5
Node 129 has 10 neighbors.
link[131, 64]: quality 0.8, rssi -85.75
link[131, 67]: quality 1, rssi -80.6
link[131, 115]: quality 1, rssi -72.6
link[131, 117]: quality 1, rssi -68
link[131, 118]: quality 1, rssi -79.4
link[131, 119]: quality 0.6, rssi -90.5
link[131, 120]: quality 1, rssi -85
link[131, 123]: quality 1, rssi -60
link[131, 127]: quality 0.9, rssi -82.5555555555556
link[131, 129]: quality 1, rssi -77.1
link[131, 135]: quality 0.9, rssi -74.1111111111111
Node 131 has 11 neighbors.
link[132, 71]: quality 0.9, rssi -77
link[132, 120]: quality 0.7, rssi -86
link[132, 122]: quality 1, rssi -78.5
link[132, 124]: quality 1, rssi -53.5
link[132, 139]: quality 1, rssi -60.5
Node 132 has 5 neighbors.
link[135, 64]: quality 1, rssi -84
link[135, 117]: quality 0.9, rssi -89.8888888888889
link[135, 118]: quality 0.1, rssi -93
link[135, 120]: quality 1, rssi -91
link[135, 123]: quality 1, rssi -60
link[135, 127]: quality 0.9, rssi -88.5555555555556
link[135, 129]: quality 0.9, rssi -80.7777777777778
link[135, 131]: quality 0.9, rssi -74.1111111111111
Node 135 has 8 neighbors.
link[139, 66]: quality 0.6, rssi -90.3333333333333
link[139, 118]: quality 0.9, rssi -89.5555555555556
link[139, 122]: quality 1, rssi -53.1
link[139, 124]: quality 1, rssi -81.4
link[139, 129]: quality 1, rssi -79.8
link[139, 132]: quality 1, rssi -64
Node 139 has 6 neighbors.
Total node: 56
Hop 1: 10
Hop 2: 3 12 17 21 80
Hop 3: 11 13 20 70 72 119
Hop 4: 8 9 16 26 33 37 63 64 66 67 69 78 115 117 118 120 121 123 127 129 131
Hop 5: 31 38 39 40 41 43 50 56 71 75 77 122 124 132 135 139
Hop 6: 24 32 44 47 48 52 53
Network Hop 6
