seq_no	time_flood_h	time_flood_l	insert_time	motelabMoteID	milli_time	motelabSeqNo
0	0	40981	2018-06-09 23:55:48	40003	1528559748718	1
1	0	61461	2018-06-09 23:56:08	40003	1528559768679	2
2	1	16405	2018-06-09 23:56:28	40003	1528559788675	3
3	1	36885	2018-06-09 23:56:48	40003	1528559808675	4
4	1	57365	2018-06-09 23:57:08	40003	1528559828675	5
5	2	12309	2018-06-09 23:57:28	40003	1528559848675	6
6	2	32789	2018-06-09 23:57:48	40003	1528559868675	7
7	2	53269	2018-06-09 23:58:08	40003	1528559888775	8
8	3	8213	2018-06-09 23:58:28	40003	1528559908676	9
9	3	28693	2018-06-09 23:58:48	40003	1528559928672	10
10	3	49173	2018-06-09 23:59:09	40003	1528559949130	11
11	4	4118	2018-06-09 23:59:28	40003	1528559968672	12
12	4	24597	2018-06-09 23:59:48	40003	1528559988672	13
13	4	45077	2018-06-10 00:00:08	40003	1528560008673	14
14	5	21	2018-06-10 00:00:28	40003	1528560028675	15
15	5	20501	2018-06-10 00:00:48	40003	1528560048673	16
16	5	40981	2018-06-10 00:01:08	40003	1528560068673	17
17	5	61461	2018-06-10 00:01:28	40003	1528560088669	18
18	6	16405	2018-06-10 00:01:48	40003	1528560108671	19
19	6	36885	2018-06-10 00:02:08	40003	1528560128712	20
20	6	57365	2018-06-10 00:02:28	40003	1528560148670	21
21	7	12309	2018-06-10 00:02:48	40003	1528560168670	22
22	7	32789	2018-06-10 00:03:08	40003	1528560188670	23
23	7	53269	2018-06-10 00:03:28	40003	1528560208666	24
24	8	8213	2018-06-10 00:03:48	40003	1528560228666	25
25	8	28694	2018-06-10 00:04:08	40003	1528560248666	26
26	8	49173	2018-06-10 00:04:28	40003	1528560268667	27
27	9	4117	2018-06-10 00:04:48	40003	1528560288667	28
28	9	24597	2018-06-10 00:05:12	40003	1528560312468	29
29	9	45077	2018-06-10 00:05:28	40003	1528560328667	30
30	10	21	2018-06-10 00:05:50	40003	1528560350808	31
31	10	20501	2018-06-10 00:06:08	40003	1528560368663	32
32	10	40981	2018-06-10 00:06:28	40003	1528560388664	33
33	10	61461	2018-06-10 00:06:48	40003	1528560408664	34
34	11	16405	2018-06-10 00:07:08	40003	1528560428679	35
35	11	36885	2018-06-10 00:07:28	40003	1528560448664	36
36	11	57365	2018-06-10 00:07:48	40003	1528560468664	37
37	12	12309	2018-06-10 00:08:13	40003	1528560493774	38
38	12	32789	2018-06-10 00:08:28	40003	1528560508661	39
