seq_no	time_flood_h	time_flood_l	insert_time	motelabMoteID	milli_time	motelabSeqNo
1	0	40981	2018-06-11 22:06:40	40003	1528726000285	1
2	0	61461	2018-06-11 22:07:00	40003	1528726020289	2
3	1	16405	2018-06-11 22:07:20	40003	1528726040286	3
4	1	36885	2018-06-11 22:07:40	40003	1528726060282	4
5	1	57365	2018-06-11 22:08:00	40003	1528726080305	5
6	2	12309	2018-06-11 22:08:20	40003	1528726100282	6
7	2	32789	2018-06-11 22:08:40	40003	1528726120282	7
8	2	53269	2018-06-11 22:09:00	40003	1528726140288	8
9	3	8213	2018-06-11 22:09:20	40003	1528726160283	9
10	3	28693	2018-06-11 22:09:40	40003	1528726180279	10
11	3	49173	2018-06-11 22:10:00	40003	1528726200304	11
12	4	4117	2018-06-11 22:10:20	40003	1528726220279	12
13	4	24597	2018-06-11 22:10:40	40003	1528726240279	13
14	4	45077	2018-06-11 22:11:00	40003	1528726260285	14
15	5	21	2018-06-11 22:11:20	40003	1528726280282	15
16	5	20501	2018-06-11 22:11:40	40003	1528726300276	16
17	5	40982	2018-06-11 22:12:00	40003	1528726320309	17
18	5	61461	2018-06-11 22:12:20	40003	1528726340276	18
19	6	16405	2018-06-11 22:12:40	40003	1528726360276	19
20	6	36885	2018-06-11 22:13:00	40003	1528726380326	20
21	6	57365	2018-06-11 22:13:20	40003	1528726400277	21
22	7	12309	2018-06-11 22:13:40	40003	1528726420277	22
23	7	32789	2018-06-11 22:14:00	40003	1528726440308	23
24	7	53269	2018-06-11 22:14:20	40003	1528726460273	24
25	8	8213	2018-06-11 22:14:40	40003	1528726480273	25
26	8	28693	2018-06-11 22:15:00	40003	1528726500274	26
27	8	49173	2018-06-11 22:15:20	40003	1528726520274	27
28	9	4117	2018-06-11 22:15:40	40003	1528726540274	28
29	9	24597	2018-06-11 22:16:00	40003	1528726560275	29
30	9	45077	2018-06-11 22:16:20	40003	1528726580270	30
31	10	21	2018-06-11 22:16:40	40003	1528726600270	31
32	10	20501	2018-06-11 22:17:00	40003	1528726620291	32
33	10	40981	2018-06-11 22:17:20	40003	1528726640271	33
34	10	61461	2018-06-11 22:17:40	40003	1528726660271	34
35	11	16405	2018-06-11 22:18:00	40003	1528726680290	35
36	11	36885	2018-06-11 22:18:20	40003	1528726700269	36
37	11	57365	2018-06-11 22:18:40	40003	1528726720267	37
38	12	12309	2018-06-11 22:19:00	40003	1528726740315	38
