seq_no	time_flood_h	time_flood_l	insert_time	motelabMoteID	milli_time	motelabSeqNo
0	0	20499	2017-03-30 16:11:16	40001	1490861476553	1
1	0	40979	2017-03-30 16:11:36	40001	1490861496510	2
2	0	61459	2017-03-30 16:11:56	40001	1490861516614	3
3	1	16403	2017-03-30 16:12:16	40001	1490861536507	4
4	1	36888	2017-03-30 16:12:36	40001	1490861556515	5
5	1	57363	2017-03-30 16:12:56	40001	1490861576507	6
6	2	12307	2017-03-30 16:13:16	40001	1490861596511	7
7	2	32787	2017-03-30 16:13:36	40001	1490861616507	8
8	2	53267	2017-03-30 16:13:56	40001	1490861636666	9
9	3	8211	2017-03-30 16:14:16	40001	1490861656508	10
10	3	28691	2017-03-30 16:14:36	40001	1490861676504	11
11	3	49171	2017-03-30 16:14:56	40001	1490861696504	12
12	4	4115	2017-03-30 16:15:16	40001	1490861716504	13
13	4	24595	2017-03-30 16:15:36	40001	1490861736504	14
14	4	45075	2017-03-30 16:15:56	40001	1490861756506	15
15	5	24	2017-03-30 16:16:16	40001	1490861776509	16
16	5	20499	2017-03-30 16:16:36	40001	1490861796505	17
17	5	40979	2017-03-30 16:16:56	40001	1490861816505	18
18	5	61459	2017-03-30 16:17:16	40001	1490861836501	19
19	6	16403	2017-03-30 16:17:36	40001	1490861856501	20
20	6	36883	2017-03-30 16:17:56	40001	1490861876502	21
21	6	57363	2017-03-30 16:18:16	40001	1490861896501	22
22	7	12307	2017-03-30 16:18:36	40001	1490861916501	23
