seq_no	time_flood_h	time_flood_l	insert_time	motelabMoteID	milli_time	motelabSeqNo
1	0	40981	2018-06-10 19:47:53	40003	1528631273848	1
2	0	61461	2018-06-10 19:48:13	40003	1528631293848	2
3	1	16405	2018-06-10 19:48:33	40003	1528631313848	3
4	1	36885	2018-06-10 19:48:53	40003	1528631333848	4
5	1	57365	2018-06-10 19:49:13	40003	1528631353844	5
6	2	12309	2018-06-10 19:49:33	40003	1528631373846	6
7	2	32789	2018-06-10 19:49:53	40003	1528631393844	7
8	2	53269	2018-06-10 19:50:13	40003	1528631413845	8
9	3	8213	2018-06-10 19:50:33	40003	1528631433845	9
10	3	28693	2018-06-10 19:50:54	40003	1528631454548	10
11	3	49173	2018-06-10 19:51:13	40003	1528631473841	11
12	4	4117	2018-06-10 19:51:33	40003	1528631493841	12
13	4	24597	2018-06-10 19:51:54	40003	1528631514867	13
14	4	45077	2018-06-10 19:52:13	40003	1528631533842	14
15	5	21	2018-06-10 19:52:33	40003	1528631553844	15
16	5	20501	2018-06-10 19:52:53	40003	1528631573842	16
17	5	40981	2018-06-10 19:53:13	40003	1528631593842	17
18	5	61461	2018-06-10 19:53:33	40003	1528631613838	18
19	6	16405	2018-06-10 19:53:53	40003	1528631633838	19
20	6	36885	2018-06-10 19:54:13	40003	1528631653839	20
21	6	57365	2018-06-10 19:54:33	40003	1528631673839	21
22	7	12309	2018-06-10 19:54:53	40003	1528631693839	22
23	7	32789	2018-06-10 19:55:13	40003	1528631713839	23
24	7	53269	2018-06-10 19:55:33	40003	1528631733844	24
25	8	8213	2018-06-10 19:55:53	40003	1528631753835	25
26	8	28693	2018-06-10 19:56:13	40003	1528631773836	26
27	8	49173	2018-06-10 19:56:33	40003	1528631793850	27
28	9	4117	2018-06-10 19:56:53	40003	1528631813836	28
29	9	24597	2018-06-10 19:57:13	40003	1528631833836	29
30	9	45077	2018-06-10 19:57:33	40003	1528631853836	30
31	10	21	2018-06-10 19:57:53	40003	1528631873832	31
32	10	20501	2018-06-10 19:58:13	40003	1528631893833	32
33	10	40981	2018-06-10 19:58:33	40003	1528631913833	33
34	10	61461	2018-06-10 19:58:53	40003	1528631933833	34
35	11	16405	2018-06-10 19:59:13	40003	1528631953833	35
36	11	36885	2018-06-10 19:59:33	40003	1528631973833	36
37	11	57365	2018-06-10 19:59:53	40003	1528631993833	37
