seq_no	time_flood_h	time_flood_l	insert_time	motelabMoteID	milli_time	motelabSeqNo
0	0	20501	2018-06-11 21:49:33	40003	1528724973041	1
1	0	40981	2018-06-11 21:49:52	40003	1528724992889	2
2	0	61461	2018-06-11 21:50:12	40003	1528725012889	3
3	1	16405	2018-06-11 21:50:32	40003	1528725032891	4
4	1	36885	2018-06-11 21:50:52	40003	1528725052889	5
5	1	57365	2018-06-11 21:51:12	40003	1528725072889	6
6	2	12309	2018-06-11 21:51:32	40003	1528725092886	7
7	2	32789	2018-06-11 21:51:52	40003	1528725112886	8
8	2	53269	2018-06-11 21:52:12	40003	1528725132886	9
9	3	8213	2018-06-11 21:52:32	40003	1528725152886	10
10	3	28693	2018-06-11 21:52:52	40003	1528725172886	11
11	3	49173	2018-06-11 21:53:12	40003	1528725192882	12
12	4	4117	2018-06-11 21:53:32	40003	1528725212883	13
13	4	24597	2018-06-11 21:53:52	40003	1528725232883	14
14	4	45077	2018-06-11 21:54:12	40003	1528725252885	15
15	5	21	2018-06-11 21:54:32	40003	1528725272883	16
16	5	20501	2018-06-11 21:54:52	40003	1528725292883	17
17	5	40981	2018-06-11 21:55:12	40003	1528725312883	18
18	5	61461	2018-06-11 21:55:32	40003	1528725332880	19
19	6	16405	2018-06-11 21:55:52	40003	1528725352880	20
20	6	36885	2018-06-11 21:56:12	40003	1528725372880	21
21	6	57365	2018-06-11 21:56:32	40003	1528725392880	22
22	7	12309	2018-06-11 21:56:52	40003	1528725412880	23
23	7	32789	2018-06-11 21:57:12	40003	1528725432880	24
24	7	53269	2018-06-11 21:57:32	40003	1528725452881	25
25	8	8213	2018-06-11 21:57:52	40003	1528725472877	26
26	8	28695	2018-06-11 21:58:12	40003	1528725492881	27
27	8	49173	2018-06-11 21:58:32	40003	1528725512877	28
28	9	4117	2018-06-11 21:58:52	40003	1528725532877	29
29	9	24597	2018-06-11 21:59:12	40003	1528725552877	30
30	9	45077	2018-06-11 21:59:32	40003	1528725572878	31
31	10	21	2018-06-11 21:59:52	40003	1528725592878	32
32	10	20501	2018-06-11 22:00:12	40003	1528725612874	33
33	10	40981	2018-06-11 22:00:32	40003	1528725632874	34
34	10	61461	2018-06-11 22:00:52	40003	1528725652874	35
35	11	16405	2018-06-11 22:01:12	40003	1528725672874	36
36	11	36885	2018-06-11 22:01:32	40003	1528725692875	37
37	11	57365	2018-06-11 22:01:52	40003	1528725712875	38
38	12	12309	2018-06-11 22:02:12	40003	1528725732875	39
