seq_no	time_flood_h	time_flood_l	insert_time	motelabMoteID	milli_time	motelabSeqNo
0	0	20501	2018-06-12 13:11:20	40003	1528780280779	1
1	0	40981	2018-06-12 13:11:40	40003	1528780300742	2
2	0	61461	2018-06-12 13:12:00	40003	1528780320750	3
3	1	16405	2018-06-12 13:12:20	40003	1528780340741	4
4	1	36885	2018-06-12 13:12:40	40003	1528780360743	5
5	1	57365	2018-06-12 13:13:00	40003	1528780380737	6
6	2	12309	2018-06-12 13:13:20	40003	1528780400738	7
7	2	32789	2018-06-12 13:13:40	40003	1528780420738	8
8	2	53269	2018-06-12 13:14:00	40003	1528780440745	9
9	3	8213	2018-06-12 13:14:20	40003	1528780460738	10
10	3	28693	2018-06-12 13:14:40	40003	1528780480738	11
11	3	49173	2018-06-12 13:15:00	40003	1528780500794	12
12	4	4117	2018-06-12 13:15:20	40003	1528780520735	13
13	4	24597	2018-06-12 13:15:40	40003	1528780540735	14
14	4	45077	2018-06-12 13:16:00	40003	1528780560739	15
15	5	21	2018-06-12 13:16:20	40003	1528780580735	16
16	5	20501	2018-06-12 13:16:40	40003	1528780600735	17
17	5	40981	2018-06-12 13:17:00	40003	1528780620744	18
18	5	61461	2018-06-12 13:17:20	40003	1528780640736	19
19	6	16405	2018-06-12 13:17:40	40003	1528780660732	20
20	6	36885	2018-06-12 13:18:01	40003	1528780681336	21
21	6	57365	2018-06-12 13:18:20	40003	1528780700732	22
22	7	12309	2018-06-12 13:18:40	40003	1528780720732	23
23	7	32789	2018-06-12 13:19:00	40003	1528780740733	24
24	7	53269	2018-06-12 13:19:20	40003	1528780760733	25
25	8	8213	2018-06-12 13:19:40	40003	1528780780729	26
26	8	28693	2018-06-12 13:20:00	40003	1528780800740	27
27	8	49173	2018-06-12 13:20:20	40003	1528780820729	28
28	9	4117	2018-06-12 13:20:40	40003	1528780840729	29
29	9	24597	2018-06-12 13:21:00	40003	1528780860747	30
30	9	45077	2018-06-12 13:21:20	40003	1528780880730	31
31	10	21	2018-06-12 13:21:40	40003	1528780900730	32
32	10	20501	2018-06-12 13:22:00	40003	1528780920737	33
33	10	40981	2018-06-12 13:22:20	40003	1528780940726	34
34	10	61461	2018-06-12 13:22:40	40003	1528780960726	35
35	11	16405	2018-06-12 13:23:00	40003	1528780980728	36
36	11	36885	2018-06-12 13:23:20	40003	1528781000727	37
37	11	57365	2018-06-12 13:23:40	40003	1528781020727	38
38	12	12309	2018-06-12 13:24:00	40003	1528781040743	39
39	12	32789	2018-06-12 13:24:20	40003	1528781060723	40
