id	ebw	path_ebw	elder_id	delay	children_num	is_sender	insert_time	motelabMoteID	milli_time	motelabSeqNo
3	20	0	3	12	9	1	2018-07-23 08:34:30	40003	1532306070802	1
8	33	20	3	10	3	1	2018-07-23 08:34:39	40008	1532306079050	2
11	111	20	3	11	0	0	2018-07-23 08:34:40	40011	1532306080002	3
16	1000	55	13	14	0	0	2018-07-23 08:34:40	40016	1532306080068	4
47	1000	122	40	10	0	0	2018-07-23 08:34:40	40047	1532306080405	5
48	1000	122	40	11	0	0	2018-07-23 08:34:42	40048	1532306082446	6
17	1000	20	3	10	0	0	2018-07-23 08:34:42	40017	1532306082986	7
9	111	53	8	11	0	0	2018-07-23 08:34:43	40009	1532306083170	8
10	142	20	3	14	0	0	2018-07-23 08:34:43	40010	1532306083206	9
80	62	20	3	12	1	1	2018-07-23 08:34:43	40080	1532306083356	10
13	35	20	3	14	6	1	2018-07-23 08:34:48	40013	1532306088162	11
66	100	88	64	10	0	0	2018-07-23 08:34:48	40066	1532306088335	12
64	35	53	8	14	2	1	2018-07-23 08:34:49	40064	1532306089646	13
4	47	20	3	14	0	0	2018-07-23 08:34:49	40004	1532306089974	14
12	1000	20	3	10	0	0	2018-07-23 08:34:50	40012	1532306090183	15
20	100	20	3	10	0	0	2018-07-23 08:34:51	40020	1532306091231	16
70	71	82	80	14	3	1	2018-07-23 08:34:52	40070	1532306092538	17
44	31	102	38	12	0	0	2018-07-23 08:34:52	40044	1532306092942	18
52	20	117	33	12	0	0	2018-07-23 08:34:53	40052	1532306093448	19
63	35	88	64	14	0	0	2018-07-23 08:34:53	40063	1532306093578	20
21	100	20	3	10	0	0	2018-07-23 08:34:54	40021	1532306094026	21
50	23	102	38	14	1	1	2018-07-23 08:34:54	40050	1532306094253	22
39	100	55	13	10	0	0	2018-07-23 08:35:01	40039	1532306101266	23
43	1000	122	40	12	0	0	2018-07-23 08:35:01	40043	1532306101637	24
38	47	55	13	14	3	1	2018-07-23 08:35:02	40038	1532306102493	25
72	1000	153	70	0	0	0	2018-07-23 08:35:03	40072	1532306103592	26
71	1000	203	69	10	0	0	2018-07-23 08:35:05	40071	1532306105319	27
33	62	55	13	12	2	1	2018-07-23 08:35:05	40033	1532306105476	28
26	1000	55	13	0	0	0	2018-07-23 08:35:08	40026	1532306108416	29
32	125	117	33	12	0	0	2018-07-23 08:35:12	40032	1532306112516	30
69	50	153	70	10	2	1	2018-07-23 08:35:14	40069	1532306114531	31
41	142	122	40	14	0	0	2018-07-23 08:35:14	40041	1532306114943	32
77	100	122	40	10	0	0	2018-07-23 08:35:19	40077	1532306119335	33
53	1000	125	50	14	0	0	2018-07-23 08:35:20	40053	1532306120368	34
56	1000	180	37	0	0	0	2018-07-23 08:35:20	40056	1532306120419	35
37	125	55	13	12	1	1	2018-07-23 08:35:20	40037	1532306120467	36
78	1000	153	70	10	0	0	2018-07-23 08:35:20	40078	1532306120774	37
67	1000	53	8	0	0	0	2018-07-23 08:35:22	40067	1532306122369	38
40	20	102	38	14	5	1	2018-07-23 08:35:22	40040	1532306122709	39
24	142	133	44	14	0	0	2018-07-23 08:35:25	40024	1532306125005	40
75	1000	203	69	0	0	0	2018-07-23 08:35:42	40075	1532306142335	41
