nodeid	seq_no	src_id	rec_time_h	rec_time_l	hop_delay_h	hop_delay_l	parent_ETD	local_ETD	delta_ETD	long_link_sender	MPD	shortcut_sender	tree_sender	insert_time	motelabMoteID	milli_time	motelabSeqNo
16	0	3	11	62526	11	62754	0	16	16	1	82	1	0	2018-07-23 08:36:30	40016	1532306190922	1
80	0	3	11	60121	11	62716	0	5	5	0	44	1	1	2018-07-23 08:36:30	40080	1532306190963	2
10	0	3	11	62373	11	62761	0	7	7	0	89	0	0	2018-07-23 08:36:31	40010	1532306191005	3
12	0	3	11	62493	11	62869	0	5	5	0	197	0	0	2018-07-23 08:36:31	40012	1532306191046	4
17	0	80	11	62811	11	60380	5	5	65535	0	258	0	0	2018-07-23 08:36:31	40017	1532306191130	5
8	0	3	11	62758	11	62996	0	5	5	0	324	0	1	2018-07-23 08:36:31	40008	1532306191205	6
21	0	3	11	62525	11	62754	0	7	7	0	82	1	0	2018-07-23 08:36:31	40021	1532306191238	7
20	0	3	11	62676	11	63099	0	7	7	0	427	0	0	2018-07-23 08:36:31	40020	1532306191272	8
9	0	8	11	62802	11	62948	5	10	5	0	190	0	0	2018-07-23 08:36:31	40009	1532306191339	9
39	0	37	11	61739	11	61533	12	14	2	0	58	0	0	2018-07-23 08:36:31	40039	1532306191372	10
78	0	70	11	61281	11	61504	12	21	9	0	147	1	0	2018-07-23 08:36:31	40078	1532306191439	11
64	0	70	11	61304	11	61421	12	10	65535	0	64	1	1	2018-07-23 08:36:31	40064	1532306191472	12
50	0	70	11	60896	11	61627	12	25	13	1	270	0	1	2018-07-23 08:36:31	40050	1532306191539	13
11	0	3	11	62985	11	63172	0	7	7	0	500	0	0	2018-07-23 08:36:31	40011	1532306191572	14
40	0	50	11	61590	11	61009	25	22	65535	0	113	1	1	2018-07-23 08:36:31	40040	1532306191744	15
13	0	8	11	62718	11	62843	5	7	2	0	85	1	1	2018-07-23 08:36:31	40013	1532306191807	16
44	0	38	11	61425	11	61883	16	21	5	0	333	0	0	2018-07-23 08:36:31	40044	1532306191840	17
53	0	50	11	61190	11	61300	25	30	5	0	404	0	0	2018-07-23 08:36:31	40053	1532306191956	18
26	0	13	11	61915	11	63180	7	14	7	0	461	0	0	2018-07-23 08:36:31	40026	1532306191990	19
48	0	40	11	61196	11	61943	22	27	5	0	353	0	0	2018-07-23 08:36:32	40048	1532306192023	20
56	0	33	11	61006	11	61930	16	18	2	0	150	0	0	2018-07-23 08:36:32	40056	1532306192056	21
75	0	69	11	61067	11	61874	21	28	7	0	284	0	0	2018-07-23 08:36:32	40075	1532306192090	22
70	0	80	11	61357	11	60510	5	12	7	0	388	0	1	2018-07-23 08:36:32	40070	1532306192123	23
32	0	33	11	62143	11	62127	16	25	9	0	347	0	0	2018-07-23 08:36:32	40032	1532306192157	24
43	0	50	11	61996	11	61373	25	27	2	0	477	0	0	2018-07-23 08:36:32	40043	1532306192190	25
37	0	13	11	61475	11	62790	7	12	5	0	71	1	1	2018-07-23 08:36:32	40037	1532306192324	26
24	0	33	11	62303	11	61800	16	28	12	1	20	1	0	2018-07-23 08:36:32	40024	1532306192357	27
38	0	37	11	61550	11	61572	12	16	4	0	97	0	1	2018-07-23 08:36:32	40038	1532306192424	28
66	0	64	11	61026	11	61745	10	15	5	0	441	0	0	2018-07-23 08:36:32	40066	1532306192457	29
67	0	8	11	60616	11	62962	5	10	5	0	204	0	0	2018-07-23 08:36:32	40067	1532306192591	30
33	0	37	11	61780	11	61804	12	16	4	0	329	0	1	2018-07-23 08:36:32	40033	1532306192691	31
47	0	40	11	60951	11	61669	22	27	5	0	79	1	0	2018-07-23 08:36:32	40047	1532306192724	32
72	0	70	11	61693	11	61746	12	17	5	0	389	0	0	2018-07-23 08:36:32	40072	1532306192860	33
71	0	70	11	60776	11	61583	12	28	16	1	226	0	0	2018-07-23 08:36:32	40071	1532306192891	34
63	0	64	11	61563	11	61484	10	15	5	0	180	1	0	2018-07-23 08:36:33	40063	1532306193016	35
4	0	3	11	63018	11	63191	0	5	5	0	519	0	0	2018-07-23 08:36:33	40004	1532306193150	36
77	0	50	11	60899	11	60970	25	28	3	0	74	1	0	2018-07-23 08:36:33	40077	1532306193200	37
52	0	40	11	61095	11	61849	22	25	3	0	259	0	0	2018-07-23 08:36:33	40052	1532306193300	38
69	0	70	11	61590	11	61594	12	21	9	0	237	0	1	2018-07-23 08:36:33	40069	1532306193334	39
41	0	40	11	61339	11	61605	22	27	5	0	15	1	0	2018-07-23 08:36:33	40041	1532306193367	40
4	1	3	12	17459	12	17632	0	5	5	0	17	0	0	2018-07-23 08:36:50	40004	1532306210853	41
21	1	3	12	17535	12	17764	0	7	7	0	149	1	0	2018-07-23 08:36:50	40021	1532306210963	42
12	1	3	12	17459	12	17835	0	5	5	0	220	0	0	2018-07-23 08:36:51	40012	1532306211036	43
80	1	3	12	15169	12	17764	0	5	5	0	149	0	1	2018-07-23 08:36:51	40080	1532306211078	44
17	1	80	12	17720	12	15289	5	5	65535	0	119	0	0	2018-07-23 08:36:51	40017	1532306211203	45
8	1	3	12	17696	12	17934	0	5	5	0	319	0	1	2018-07-23 08:36:51	40008	1532306211287	46
11	1	3	12	17824	12	18011	0	7	7	0	396	0	0	2018-07-23 08:36:51	40011	1532306211328	47
10	1	80	12	17734	12	15521	5	7	2	0	351	0	0	2018-07-23 08:36:51	40010	1532306211370	48
9	1	8	12	17718	12	17864	5	10	5	0	168	0	0	2018-07-23 08:36:51	40009	1532306211412	49
67	1	8	12	15731	12	18077	5	10	5	0	381	0	0	2018-07-23 08:36:51	40067	1532306211537	50
