addr	neighbor_num	neighbor0	neighbor1	neighbor2	neighbor3	neighbor4	neighbor5	neighbor6	neighbor7	neighbor8	neighbor9	neighbor10	neighbor11	neighbor12	neighbor13	reced0	reced1	reced2	reced3	reced4	reced5	reced6	reced7	reced8	reced9	reced10	reced11	reced12	reced13	insert_time	motelabMoteID	milli_time	motelabSeqNo
11	5	3	4	13	16	20	0	0	0	0	0	0	0	0	0	8	4	8	10	8	0	0	0	0	0	0	0	0	0	2018-07-20 08:18:35	40011	1532045915267	1
3	10	4	8	10	11	12	16	17	20	21	80	0	0	0	0	9	4	10	8	9	6	8	1	6	8	0	0	0	0	2018-07-20 08:18:35	40003	1532045915381	2
13	12	4	8	9	10	11	16	21	26	33	37	38	67	0	0	6	7	5	2	7	4	8	8	6	10	6	3	0	0	2018-07-20 08:18:35	40013	1532045915446	3
21	9	3	4	10	12	13	16	17	20	37	0	0	0	0	0	8	10	9	7	10	5	9	9	9	0	0	0	0	0	2018-07-20 08:18:35	40021	1532045915526	4
9	4	8	13	39	67	0	0	0	0	0	0	0	0	0	0	10	10	10	8	0	0	0	0	0	0	0	0	0	0	2018-07-20 08:18:35	40009	1532045915562	5
12	9	3	4	10	11	17	20	21	70	80	0	0	0	0	0	10	10	10	6	10	8	6	7	10	0	0	0	0	0	2018-07-20 08:18:35	40012	1532045915612	6
20	7	3	4	10	11	12	16	21	0	0	0	0	0	0	0	10	10	10	10	10	10	10	0	0	0	0	0	0	0	2018-07-20 08:18:35	40020	1532045915646	7
4	12	3	10	11	12	13	16	17	20	21	37	70	80	0	0	10	10	8	10	8	10	7	10	10	9	6	7	0	0	2018-07-20 08:18:35	40004	1532045915679	8
10	9	3	4	12	13	17	20	21	70	80	0	0	0	0	0	10	10	10	2	10	8	6	10	10	0	0	0	0	0	2018-07-20 08:18:35	40010	1532045915712	9
16	6	3	4	11	13	20	21	0	0	0	0	0	0	0	0	8	10	10	6	10	8	0	0	0	0	0	0	0	0	2018-07-20 08:18:35	40016	1532045915746	10
17	6	3	4	10	12	21	80	0	0	0	0	0	0	0	0	10	9	10	10	10	10	0	0	0	0	0	0	0	0	2018-07-20 08:18:35	40017	1532045915779	11
8	5	3	9	13	64	67	0	0	0	0	0	0	0	0	0	10	10	10	10	10	0	0	0	0	0	0	0	0	0	2018-07-20 08:18:35	40008	1532045915866	12
33	6	13	32	37	38	52	56	0	0	0	0	0	0	0	0	9	10	6	5	8	6	0	0	0	0	0	0	0	0	2018-07-20 08:18:36	40033	1532045916717	13
26	4	13	37	38	39	0	0	0	0	0	0	0	0	0	0	9	6	7	10	0	0	0	0	0	0	0	0	0	0	2018-07-20 08:18:36	40026	1532045916754	14
38	7	13	26	37	39	40	44	50	0	0	0	0	0	0	0	7	10	9	10	8	10	9	0	0	0	0	0	0	0	2018-07-20 08:18:36	40038	1532045916916	15
24	8	32	33	37	40	41	44	52	56	0	0	0	0	0	0	9	8	1	8	10	7	1	8	0	0	0	0	0	0	2018-07-20 08:18:36	40024	1532045916973	16
37	8	4	13	21	26	33	38	39	56	0	0	0	0	0	0	8	10	8	7	4	7	10	9	0	0	0	0	0	0	2018-07-20 08:18:37	40037	1532045917013	17
32	4	33	41	52	56	0	0	0	0	0	0	0	0	0	0	8	10	2	5	0	0	0	0	0	0	0	0	0	0	2018-07-20 08:18:37	40032	1532045917054	18
43	10	40	41	44	47	48	50	52	53	63	77	0	0	0	0	10	10	10	9	10	10	10	10	6	10	0	0	0	0	2018-07-20 08:18:37	40043	1532045917105	19
39	6	9	13	26	37	38	50	0	0	0	0	0	0	0	0	10	1	10	10	10	10	0	0	0	0	0	0	0	0	2018-07-20 08:18:37	40039	1532045917146	20
72	4	63	70	78	80	0	0	0	0	0	0	0	0	0	0	5	10	10	8	0	0	0	0	0	0	0	0	0	0	2018-07-20 08:18:37	40072	1532045917234	21
77	7	40	43	44	50	53	63	66	0	0	0	0	0	0	0	10	10	1	10	10	9	10	0	0	0	0	0	0	0	2018-07-20 08:18:37	40077	1532045917273	22
64	6	8	43	63	66	67	70	0	0	0	0	0	0	0	0	7	1	10	10	10	8	0	0	0	0	0	0	0	0	2018-07-20 08:18:37	40064	1532045917441	23
63	10	40	41	43	50	64	66	67	70	72	77	0	0	0	0	9	9	9	10	10	10	5	10	3	8	0	0	0	0	2018-07-20 08:18:37	40063	1532045917643	24
52	9	33	40	41	43	44	47	48	56	77	0	0	0	0	0	8	10	10	9	4	7	10	8	4	0	0	0	0	0	2018-07-20 08:18:37	40052	1532045917704	25
50	11	38	39	40	41	43	44	47	53	63	70	77	0	0	0	8	9	9	10	10	8	8	10	10	7	10	0	0	0	2018-07-20 08:18:37	40050	1532045917839	26
53	6	40	41	43	44	50	77	0	0	0	0	0	0	0	0	8	7	9	6	10	9	0	0	0	0	0	0	0	0	2018-07-20 08:18:37	40053	1532045917882	27
56	7	32	33	37	40	41	47	52	0	0	0	0	0	0	0	4	6	9	8	9	5	6	0	0	0	0	0	0	0	2018-07-20 08:18:37	40056	1532045917922	28
48	5	40	41	43	47	52	0	0	0	0	0	0	0	0	0	10	10	10	10	10	0	0	0	0	0	0	0	0	0	2018-07-20 08:18:37	40048	1532045917963	29
78	2	70	72	0	0	0	0	0	0	0	0	0	0	0	0	10	10	0	0	0	0	0	0	0	0	0	0	0	0	2018-07-20 08:18:38	40078	1532045918005	30
69	3	70	71	75	0	0	0	0	0	0	0	0	0	0	0	9	10	10	0	0	0	0	0	0	0	0	0	0	0	2018-07-20 08:18:38	40069	1532045918047	31
44	9	38	40	41	43	47	50	52	53	77	0	0	0	0	0	10	10	10	10	9	10	9	10	10	0	0	0	0	0	2018-07-20 08:18:38	40044	1532045918088	32
66	4	63	64	70	77	0	0	0	0	0	0	0	0	0	0	10	10	7	10	0	0	0	0	0	0	0	0	0	0	2018-07-20 08:18:38	40066	1532045918130	33
47	7	40	41	43	44	48	50	52	0	0	0	0	0	0	0	10	10	8	10	10	10	10	0	0	0	0	0	0	0	2018-07-20 08:18:38	40047	1532045918189	34
80	8	3	4	10	12	17	70	72	78	0	0	0	0	0	0	10	9	10	10	10	10	8	3	0	0	0	0	0	0	2018-07-20 08:18:38	40080	1532045918222	35
41	12	24	32	40	43	44	47	48	50	52	53	56	63	0	0	5	9	10	10	10	10	10	10	10	8	8	6	0	0	2018-07-20 08:18:38	40041	1532045918255	36
