seq_no	time_flood_h	time_flood_l	insert_time	motelabMoteID	milli_time	motelabSeqNo
0	0	20501	2018-06-09 14:35:30	40003	1528526130317	1
1	0	40981	2018-06-09 14:35:50	40003	1528526150234	2
2	0	61461	2018-06-09 14:36:10	40003	1528526170272	3
3	1	16405	2018-06-09 14:36:30	40003	1528526190230	4
4	1	36885	2018-06-09 14:36:50	40003	1528526210230	5
5	1	57365	2018-06-09 14:37:10	40003	1528526230254	6
6	2	12309	2018-06-09 14:37:30	40003	1528526250231	7
7	2	32789	2018-06-09 14:37:50	40003	1528526270231	8
8	2	53269	2018-06-09 14:38:10	40003	1528526290240	9
9	3	8213	2018-06-09 14:38:30	40003	1528526310227	10
10	3	28693	2018-06-09 14:38:50	40003	1528526330227	11
11	3	49173	2018-06-09 14:39:10	40003	1528526350258	12
12	4	4117	2018-06-09 14:39:30	40003	1528526370228	13
13	4	24597	2018-06-09 14:39:50	40003	1528526390228	14
14	4	45077	2018-06-09 14:40:10	40003	1528526410288	15
15	5	21	2018-06-09 14:40:30	40003	1528526430224	16
16	5	20501	2018-06-09 14:40:50	40003	1528526450224	17
17	5	40981	2018-06-09 14:41:10	40003	1528526470863	18
18	5	61461	2018-06-09 14:41:30	40003	1528526490225	19
19	6	16405	2018-06-09 14:41:50	40003	1528526510225	20
20	6	36885	2018-06-09 14:42:10	40003	1528526530229	21
21	6	57365	2018-06-09 14:42:30	40003	1528526550225	22
22	7	12309	2018-06-09 14:42:50	40003	1528526570225	23
23	7	32789	2018-06-09 14:43:10	40003	1528526590262	24
24	7	53269	2018-06-09 14:43:30	40003	1528526610222	25
25	8	8213	2018-06-09 14:43:50	40003	1528526630222	26
26	8	28693	2018-06-09 14:44:10	40003	1528526650251	27
27	8	49173	2018-06-09 14:44:30	40003	1528526670222	28
28	9	4117	2018-06-09 14:44:50	40003	1528526690218	29
29	9	24597	2018-06-09 14:45:10	40003	1528526710334	30
30	9	45077	2018-06-09 14:45:30	40003	1528526730219	31
31	10	21	2018-06-09 14:45:50	40003	1528526750219	32
32	10	20501	2018-06-09 14:46:10	40003	1528526770244	33
33	10	40981	2018-06-09 14:46:30	40003	1528526790219	34
34	10	61461	2018-06-09 14:46:50	40003	1528526810219	35
35	11	16405	2018-06-09 14:47:10	40003	1528526830232	36
36	11	36885	2018-06-09 14:47:30	40003	1528526850216	37
37	11	57365	2018-06-09 14:47:50	40003	1528526870216	38
38	12	12309	2018-06-09 14:48:10	40003	1528526890266	39
