nodeid	seq_no	src_id	rec_time_h	rec_time_l	hop_delay_h	hop_delay_l	parent_ETD	local_ETD	delta_ETD	long_link_sender	MPD	shortcut_sender	tree_sender	insert_time	motelabMoteID	milli_time	motelabSeqNo
3	41	35	10	9990	17	58091	3	0	65535	0	58079	0	1	2018-07-22 19:12:51	40003	1532257971484	1
37	0	3	12	128	12	1435	0	14	14	1	176	0	1	2018-07-22 19:14:51	40037	1532258091143	2
20	0	3	12	1675	12	1486	0	9	9	0	227	0	0	2018-07-22 19:14:51	40020	1532258091187	3
11	0	3	12	2122	12	1514	0	7	7	0	255	0	0	2018-07-22 19:14:51	40011	1532258091218	4
80	0	3	11	65462	12	1506	0	5	5	0	247	0	0	2018-07-22 19:14:51	40080	1532258091251	5
21	0	3	12	1608	12	1556	0	7	7	0	297	0	0	2018-07-22 19:14:51	40021	1532258091359	6
12	0	3	12	1734	12	1660	0	5	5	0	401	0	0	2018-07-22 19:14:51	40012	1532258091401	7
16	0	3	12	2012	12	1633	0	7	7	0	374	0	0	2018-07-22 19:14:51	40016	1532258091443	8
9	0	8	12	2178	12	2018	7	14	7	0	212	0	1	2018-07-22 19:14:51	40009	1532258091485	9
4	0	3	12	2481	12	1809	0	5	5	0	550	0	1	2018-07-22 19:14:51	40004	1532258091526	10
26	0	37	12	634	12	599	14	14	65535	0	471	0	0	2018-07-22 19:14:51	40026	1532258091652	11
10	0	3	12	1843	12	1681	0	7	7	0	422	0	1	2018-07-22 19:14:51	40010	1532258091693	12
56	0	37	12	130	12	599	14	20	6	0	471	0	0	2018-07-22 19:14:51	40056	1532258091744	13
13	0	37	12	2029	12	434	14	9	65535	0	306	0	1	2018-07-22 19:14:51	40013	1532258091902	14
72	0	70	12	429	11	65397	13	24	11	1	65535	0	0	2018-07-22 19:14:52	40072	1532258092040	15
33	0	13	12	1088	12	2673	9	18	9	0	644	0	1	2018-07-22 19:14:52	40033	1532258092104	16
70	0	4	11	65397	12	2852	5	13	8	0	370	0	1	2018-07-22 19:14:52	40070	1532258092137	17
39	0	9	12	904	12	2616	14	20	6	0	438	0	0	2018-07-22 19:14:52	40039	1532258092170	18
43	0	63	12	779	12	143	17	22	5	0	65535	0	0	2018-07-22 19:14:52	40043	1532258092203	19
50	0	63	12	894	12	217	17	23	6	0	74	0	0	2018-07-22 19:14:52	40050	1532258092270	20
32	0	33	12	1254	12	1244	18	24	6	0	155	1	0	2018-07-22 19:14:52	40032	1532258092304	21
71	0	70	12	233	12	258	13	22	9	0	397	0	0	2018-07-22 19:14:52	40071	1532258092337	22
8	0	3	12	1806	12	1570	0	7	7	0	311	0	1	2018-07-22 19:14:52	40008	1532258092404	23
63	0	64	12	143	12	1095	12	17	5	0	168	0	1	2018-07-22 19:14:52	40063	1532258092437	24
78	0	70	12	1046	12	278	13	18	5	0	417	0	0	2018-07-22 19:14:52	40078	1532258092571	25
66	0	63	12	1182	12	191	17	18	1	0	48	1	0	2018-07-22 19:14:52	40066	1532258092771	26
41	0	40	12	1422	12	1143	23	23	65535	0	154	0	1	2018-07-22 19:14:52	40041	1532258092804	27
38	0	37	12	459	12	440	14	19	5	0	312	0	0	2018-07-22 19:14:52	40038	1532258092840	28
17	0	4	12	2906	12	2963	5	10	5	0	481	0	0	2018-07-22 19:14:52	40017	1532258092905	29
47	0	41	12	1353	12	1635	23	28	5	0	213	0	0	2018-07-22 19:14:52	40047	1532258092938	30
77	0	40	12	863	12	1439	23	28	5	0	450	0	0	2018-07-22 19:14:52	40077	1532258092971	31
52	0	33	12	1351	12	1437	18	24	6	0	348	0	0	2018-07-22 19:14:53	40052	1532258093122	32
64	0	70	12	927	11	65520	13	12	65535	0	123	1	1	2018-07-22 19:14:53	40064	1532258093238	33
53	0	40	12	1557	12	1610	23	28	5	0	621	0	0	2018-07-22 19:14:53	40053	1532258093305	34
48	0	41	12	1436	12	1720	23	28	5	0	298	0	0	2018-07-22 19:14:53	40048	1532258093339	35
44	0	40	12	1101	12	1120	23	28	5	0	131	0	0	2018-07-22 19:14:53	40044	1532258093372	36
67	0	8	11	65129	12	2181	7	12	5	0	375	0	0	2018-07-22 19:14:53	40067	1532258093472	37
69	0	70	12	1393	12	348	13	20	7	0	487	0	1	2018-07-22 19:14:53	40069	1532258093572	38
40	0	63	12	989	12	332	17	23	6	0	189	1	1	2018-07-22 19:14:53	40040	1532258093739	39
75	0	69	12	719	12	1764	20	25	5	0	371	0	0	2018-07-22 19:14:53	40075	1532258093839	40
4	1	3	12	22533	12	21861	0	5	5	0	123	0	1	2018-07-22 19:15:11	40004	1532258111081	41
