seq_no	time_flood_h	time_flood_l	insert_time	motelabMoteID	milli_time	motelabSeqNo
0	12	1253	2018-07-22 19:14:50	40003	1532258090949	1
1	12	21733	2018-07-22 19:15:10	40003	1532258110949	2
2	12	42213	2018-07-22 19:15:30	40003	1532258130949	3
3	12	62693	2018-07-22 19:15:50	40003	1532258150946	4
4	13	17637	2018-07-22 19:16:10	40003	1532258170946	5
5	13	38117	2018-07-22 19:16:30	40003	1532258190946	6
6	13	58597	2018-07-22 19:16:50	40003	1532258210946	7
7	14	13541	2018-07-22 19:17:10	40003	1532258230946	8
8	14	34021	2018-07-22 19:17:30	40003	1532258250947	9
9	14	54501	2018-07-22 19:17:50	40003	1532258270947	10
10	15	9445	2018-07-22 19:18:10	40003	1532258290943	11
11	15	29925	2018-07-22 19:18:30	40003	1532258310943	12
12	15	50405	2018-07-22 19:18:50	40003	1532258330943	13
13	16	5349	2018-07-22 19:19:10	40003	1532258350943	14
14	16	25829	2018-07-22 19:19:30	40003	1532258370945	15
15	16	46309	2018-07-22 19:19:50	40003	1532258390944	16
16	17	1253	2018-07-22 19:20:10	40003	1532258410944	17
17	17	21733	2018-07-22 19:20:30	40003	1532258430940	18
18	17	42213	2018-07-22 19:20:50	40003	1532258450940	19
19	17	62693	2018-07-22 19:21:10	40003	1532258470940	20
20	18	17637	2018-07-22 19:21:30	40003	1532258490940	21
21	18	38117	2018-07-22 19:21:50	40003	1532258510941	22
22	18	58597	2018-07-22 19:22:10	40003	1532258530941	23
23	19	13541	2018-07-22 19:22:30	40003	1532258550941	24
24	19	34021	2018-07-22 19:22:50	40003	1532258570937	25
25	19	54501	2018-07-22 19:23:10	40003	1532258590937	26
26	20	9445	2018-07-22 19:23:30	40003	1532258610938	27
27	20	29925	2018-07-22 19:23:50	40003	1532258630938	28
28	20	50405	2018-07-22 19:24:10	40003	1532258650938	29
29	21	5349	2018-07-22 19:24:30	40003	1532258670938	30
30	21	25829	2018-07-22 19:24:50	40003	1532258690938	31
31	21	46309	2018-07-22 19:25:10	40003	1532258710934	32
32	22	1253	2018-07-22 19:25:30	40003	1532258730934	33
33	22	21733	2018-07-22 19:25:50	40003	1532258750935	34
34	22	42213	2018-07-22 19:26:10	40003	1532258770935	35
35	22	62693	2018-07-22 19:26:30	40003	1532258790935	36
36	23	17637	2018-07-22 19:26:50	40003	1532258810935	37
37	23	38117	2018-07-22 19:27:10	40003	1532258830931	38
38	23	58597	2018-07-22 19:27:30	40003	1532258850931	39
39	24	13541	2018-07-22 19:27:50	40003	1532258870932	40
40	24	34021	2018-07-22 19:28:10	40003	1532258890932	41
41	24	54501	2018-07-22 19:28:30	40003	1532258910932	42
42	25	9445	2018-07-22 19:28:50	40003	1532258930932	43
43	25	29925	2018-07-22 19:29:10	40003	1532258950932	44
44	25	50405	2018-07-22 19:29:30	40003	1532258970933	45
45	26	5349	2018-07-22 19:29:50	40003	1532258990929	46
