seq_no	time_flood_h	time_flood_l	insert_time	motelabMoteID	milli_time	motelabSeqNo
0	0	20501	2018-06-11 23:03:01	40003	1528729381827	1
1	0	40981	2018-06-11 23:03:21	40003	1528729401822	2
2	0	61461	2018-06-11 23:03:41	40003	1528729421919	3
3	1	16405	2018-06-11 23:04:01	40003	1528729441823	4
4	1	36885	2018-06-11 23:04:21	40003	1528729461824	5
5	1	57365	2018-06-11 23:04:41	40003	1528729481979	6
6	2	12309	2018-06-11 23:05:01	40003	1528729501823	7
7	2	32789	2018-06-11 23:05:21	40003	1528729521819	8
8	2	53269	2018-06-11 23:05:41	40003	1528729541959	9
9	3	8213	2018-06-11 23:06:01	40003	1528729561820	10
10	3	28693	2018-06-11 23:06:21	40003	1528729581820	11
11	3	49173	2018-06-11 23:06:41	40003	1528729601832	12
12	4	4117	2018-06-11 23:07:01	40003	1528729621822	13
13	4	24597	2018-06-11 23:07:21	40003	1528729641816	14
14	4	45077	2018-06-11 23:07:41	40003	1528729661862	15
15	5	21	2018-06-11 23:08:01	40003	1528729681817	16
16	5	20501	2018-06-11 23:08:21	40003	1528729701817	17
17	5	40981	2018-06-11 23:08:41	40003	1528729721993	18
18	5	61461	2018-06-11 23:09:01	40003	1528729741817	19
19	6	16405	2018-06-11 23:09:21	40003	1528729761817	20
20	6	36885	2018-06-11 23:09:41	40003	1528729781823	21
21	6	57365	2018-06-11 23:10:01	40003	1528729801814	22
22	7	12309	2018-06-11 23:10:21	40003	1528729821814	23
23	7	32789	2018-06-11 23:10:41	40003	1528729841888	24
24	7	53269	2018-06-11 23:11:01	40003	1528729861814	25
25	8	8213	2018-06-11 23:11:21	40003	1528729881814	26
26	8	28693	2018-06-11 23:11:42	40003	1528729902363	27
27	8	49173	2018-06-11 23:12:01	40003	1528729921815	28
28	9	4117	2018-06-11 23:12:21	40003	1528729941811	29
29	9	24597	2018-06-11 23:12:41	40003	1528729961943	30
30	9	45086	2018-06-11 23:13:01	40003	1528729981819	31
31	10	21	2018-06-11 23:13:21	40003	1528730001811	32
32	10	20501	2018-06-11 23:13:41	40003	1528730021892	33
33	10	40989	2018-06-11 23:14:01	40003	1528730041820	34
34	10	61461	2018-06-11 23:14:21	40003	1528730061808	35
35	11	16405	2018-06-11 23:14:41	40003	1528730081883	36
36	11	36885	2018-06-11 23:15:01	40003	1528730101808	37
37	11	57365	2018-06-11 23:15:21	40003	1528730121808	38
38	12	12309	2018-06-11 23:15:41	40003	1528730141848	39
39	12	32790	2018-06-11 23:16:01	40003	1528730161809	40
