seq_no	time_flood_h	time_flood_l	insert_time	motelabMoteID	milli_time	motelabSeqNo
0	0	20501	2018-06-08 18:02:14	40003	1528452134324	1
1	0	40981	2018-06-08 18:02:34	40003	1528452154221	2
2	0	61461	2018-06-08 18:02:54	40003	1528452174278	3
3	1	16405	2018-06-08 18:03:14	40003	1528452194217	4
4	1	36885	2018-06-08 18:03:34	40003	1528452214218	5
5	1	57365	2018-06-08 18:03:54	40003	1528452234294	6
6	2	12309	2018-06-08 18:04:14	40003	1528452254223	7
7	2	32789	2018-06-08 18:04:34	40003	1528452274218	8
8	2	53269	2018-06-08 18:04:54	40003	1528452294438	9
9	3	8213	2018-06-08 18:05:14	40003	1528452314218	10
10	3	28693	2018-06-08 18:05:34	40003	1528452334378	11
11	3	49173	2018-06-08 18:05:56	40003	1528452356878	12
12	4	4117	2018-06-08 18:06:14	40003	1528452374215	13
13	4	24597	2018-06-08 18:06:34	40003	1528452394215	14
14	4	45077	2018-06-08 18:06:54	40003	1528452414240	15
15	5	28	2018-06-08 18:07:14	40003	1528452434219	16
16	5	20501	2018-06-08 18:07:34	40003	1528452454216	17
17	5	40981	2018-06-08 18:07:54	40003	1528452474308	18
18	5	61461	2018-06-08 18:08:14	40003	1528452494212	19
19	6	16405	2018-06-08 18:08:34	40003	1528452514212	20
20	6	36885	2018-06-08 18:08:54	40003	1528452534234	21
21	6	57365	2018-06-08 18:09:14	40003	1528452554212	22
22	7	12309	2018-06-08 18:09:34	40003	1528452574212	23
23	7	32789	2018-06-08 18:09:54	40003	1528452594269	24
24	7	53269	2018-06-08 18:10:14	40003	1528452614209	25
25	8	8213	2018-06-08 18:10:34	40003	1528452634209	26
26	8	28700	2018-06-08 18:10:54	40003	1528452654268	27
27	8	49173	2018-06-08 18:11:14	40003	1528452674209	28
28	9	4117	2018-06-08 18:11:34	40003	1528452694205	29
29	9	24597	2018-06-08 18:11:54	40003	1528452714231	30
30	9	45077	2018-06-08 18:12:14	40003	1528452734557	31
31	10	25	2018-06-08 18:12:34	40003	1528452754210	32
32	10	20501	2018-06-08 18:12:54	40003	1528452774314	33
33	10	40981	2018-06-08 18:13:14	40003	1528452794206	34
34	10	61461	2018-06-08 18:13:34	40003	1528452814206	35
35	11	16405	2018-06-08 18:13:54	40003	1528452834268	36
36	11	36890	2018-06-08 18:14:14	40003	1528452854211	37
37	11	57365	2018-06-08 18:14:34	40003	1528452874203	38
38	12	12309	2018-06-08 18:14:54	40003	1528452894262	39
